Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-04-26,2025,Dortmund,Freiburg,4,0,H,O,1.35,4.98,7.51,5.0,4.0,5.0,0.0,16,2.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,-1.0,73.3,13.3,26.7,53.3,14.0,11.0,28.0,12.0,1699.9,1576.5
2026-04-25,2025,Wolfsburg,M'gladbach,0,0,D,U,2.2,3.59,2.95,4.0,2.0,8.0,5.0,16,0.0,0.0,3.0,2.0,2.0,4.0,-2.0,5.0,8.0,-3.0,-3.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,13.3,66.7,20.0,53.3,15.0,11.0,22.0,8.0,1448.9,1493.9
2026-04-25,2025,Mainz,Bayern Munich,3,4,A,O,4.33,4.37,1.64,8.0,6.0,4.0,4.0,16,1.0,2.0,1.0,0.0,4.0,9.0,-5.0,4.0,3.0,1.0,0.0,6.0,-6.0,0.0,1.0,-1.0,0.0,0.0,0.0,26.7,40.0,80.0,0.0,14.0,22.0,16.0,13.0,1552.7,1826.8
2026-04-25,2025,Heidenheim,St Pauli,2,0,H,U,2.35,3.32,2.89,5.0,2.0,6.0,6.0,16,1.0,1.0,1.0,1.0,8.0,2.0,6.0,8.0,3.0,5.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,46.7,13.3,66.7,10.0,6.0,9.0,7.0,1413.8,1456.1
2026-04-25,2025,Hamburg,Hoffenheim,1,2,A,O,3.88,3.96,1.77,4.0,6.0,4.0,9.0,16,0.0,1.0,1.0,1.0,2.0,6.0,-4.0,3.0,9.0,-6.0,-1.0,-3.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,33.3,26.7,46.7,20.0,8.0,13.0,12.0,10.0,1455.0,1576.9
2026-04-25,2025,FC Koln,Leverkusen,1,2,A,O,3.72,3.9,1.83,10.0,3.0,2.0,5.0,16,1.0,1.0,1.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.3,40.0,46.7,26.7,17.0,14.0,22.0,12.0,1470.9,1681.7
2026-04-25,2025,Augsburg,Ein Frankfurt,1,1,D,U,2.45,3.69,2.53,3.0,7.0,9.0,7.0,16,1.0,1.0,1.0,1.0,6.0,3.0,3.0,7.0,3.0,4.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,40.0,33.3,26.7,33.3,19.0,10.0,12.0,15.0,1520.6,1579.3
2026-04-24,2025,RB Leipzig,Union Berlin,3,1,H,O,1.45,4.75,6.06,10.0,1.0,10.0,4.0,16,3.0,1.0,0.0,2.0,8.0,2.0,6.0,1.0,7.0,-6.0,7.0,-5.0,12.0,1.0,0.0,1.0,0.0,2.0,-2.0,66.7,20.0,26.7,60.0,28.0,8.0,18.0,8.0,1658.3,1482.9
2026-04-19,2025,M'gladbach,Mainz,1,1,D,U,2.39,3.4,2.79,4.0,7.0,0.0,6.0,15,2.0,2.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.6,35.7,28.6,42.9,18.0,11.0,10.0,9.0,1492.2,1554.4
2026-04-19,2025,Freiburg,Heidenheim,2,1,H,O,1.65,4.05,4.63,4.0,2.0,5.0,4.0,15,0.0,0.0,2.0,2.0,5.0,2.0,3.0,7.0,5.0,2.0,-2.0,-3.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,50.0,21.4,7.1,78.6,19.0,8.0,16.0,9.0,1570.6,1419.7
