Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-05-03,2025,Bologna,Cagliari,0.0,0.0,D,U,1.78,3.43,4.55,4.0,2.0,7.0,2.0,18,1.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,8.0,-4.0,-2.0,-6.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,35.3,52.9,17.6,52.9,10.0,8.0,17.0,16.0,1579.8,1482.4
2026-05-02,2025,Udinese,Torino,2.0,0.0,H,U,2.25,3.19,3.2,8.0,1.0,5.0,2.0,18,0.0,1.0,2.0,1.0,0.0,3.0,-3.0,2.0,3.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,41.2,23.5,47.1,9.0,10.0,18.0,9.0,1534.3,1537.0
2026-05-02,2025,Como,Napoli,0.0,0.0,D,U,2.24,3.26,3.18,5.0,1.0,3.0,2.0,18,2.0,2.0,1.0,0.0,10.0,4.0,6.0,5.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,52.9,17.6,52.9,35.3,22.0,16.0,15.0,19.0,1633.4,1720.7
2026-05-02,2025,Atalanta,Genoa,0.0,0.0,D,U,1.57,3.99,5.54,7.0,2.0,6.0,2.0,18,1.0,2.0,1.0,1.0,3.0,4.0,-1.0,3.0,3.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,52.9,17.6,25.0,43.8,10.0,11.0,26.0,12.0,1653.6,1529.7
2026-05-01,2025,Pisa,Lecce,1.0,2.0,A,O,3.42,2.99,2.27,7.0,4.0,6.0,1.0,18,1.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,3.0,1.0,0.0,-3.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.0,11.8,64.7,17.6,64.7,11.0,6.0,7.0,12.0,1417.9,1451.3
2026-04-27,2025,Lazio,Udinese,3.0,3.0,D,O,1.97,3.26,3.87,5.0,7.0,4.0,5.0,17,2.0,2.0,0.0,0.0,4.0,7.0,-3.0,2.0,2.0,0.0,2.0,5.0,-3.0,0.0,2.0,-2.0,0.0,0.0,0.0,43.8,25.0,43.8,43.8,10.0,12.0,9.0,7.0,1621.2,1531.8
2026-04-27,2025,Cagliari,Atalanta,3.0,2.0,H,O,4.51,3.64,1.74,4.0,6.0,4.0,6.0,17,1.0,1.0,2.0,0.0,2.0,5.0,-3.0,3.0,2.0,1.0,-1.0,3.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,31.2,43.8,31.2,25.0,8.0,11.0,10.0,14.0,1467.1,1668.9
2026-04-26,2025,Torino,Inter,2.0,2.0,D,O,7.17,4.61,1.4,2.0,5.0,5.0,5.0,17,3.0,1.0,0.0,1.0,8.0,5.0,3.0,2.0,5.0,-3.0,6.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,43.8,43.8,75.0,18.8,13.0,11.0,11.0,12.0,1530.4,1804.6
2026-04-26,2025,Milan,Juventus,0.0,0.0,D,U,2.93,3.11,2.45,1.0,5.0,1.0,3.0,17,2.0,2.0,1.0,0.0,4.0,5.0,-1.0,5.0,3.0,2.0,-1.0,2.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,56.2,18.8,50.0,31.2,11.0,15.0,9.0,9.0,1692.4,1709.8
2026-04-26,2025,Genoa,Como,0.0,2.0,A,U,4.52,3.63,1.75,1.0,2.0,2.0,3.0,18,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.3,41.2,43.8,25.0,14.0,9.0,15.0,13.0,1537.2,1625.9
2026-04-26,2025,Fiorentina,Sassuolo,0.0,0.0,D,U,1.9,3.34,4.08,5.0,1.0,7.0,4.0,17,1.0,0.0,0.0,2.0,2.0,3.0,-1.0,1.0,5.0,-4.0,1.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.5,31.2,43.8,9.0,11.0,15.0,13.0,1575.8,1527.0
2026-04-25,2025,Verona,Lecce,0.0,0.0,D,U,2.66,2.98,2.8,3.0,2.0,2.0,4.0,17,0.0,0.0,3.0,3.0,0.0,1.0,-1.0,4.0,5.0,-1.0,-4.0,-4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.2,68.8,18.8,68.8,11.0,6.0,19.0,15.0,1399.8,1452.9
2026-04-25,2025,Parma,Pisa,1.0,0.0,H,U,2.05,3.2,3.73,5.0,3.0,7.0,4.0,17,0.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,12.0,-8.0,-2.0,-12.0,10.0,0.0,0.0,0.0,1.0,3.0,-2.0,18.8,43.8,0.0,50.0,7.0,7.0,12.0,8.0,1509.0,1425.5
2026-04-25,2025,Bologna,Roma,0.0,2.0,A,U,2.98,3.21,2.38,2.0,2.0,7.0,7.0,17,1.0,0.0,2.0,3.0,3.0,4.0,-1.0,4.0,9.0,-5.0,-1.0,-5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,37.5,50.0,43.8,50.0,10.0,5.0,15.0,11.0,1587.8,1660.2
2026-04-24,2025,Napoli,Cremonese,4.0,0.0,H,O,1.32,4.85,9.45,9.0,4.0,7.0,5.0,17,2.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,68.8,6.2,23.5,58.8,7.0,11.0,23.0,10.0,1717.4,1433.4
2026-04-20,2025,Lecce,Fiorentina,1.0,1.0,D,U,3.42,3.28,2.13,4.0,3.0,5.0,2.0,17,1.0,2.0,2.0,1.0,2.0,5.0,-3.0,6.0,4.0,2.0,-4.0,1.0,-5.0,0.0,1.0,-1.0,2.0,1.0,1.0,25.0,50.0,25.0,43.8,3.0,7.0,8.0,9.0,1449.3,1579.4
2026-04-19,2025,Verona,Milan,0.0,1.0,A,U,6.12,3.83,1.56,2.0,3.0,6.0,1.0,16,0.0,1.0,3.0,2.0,1.0,2.0,-1.0,5.0,2.0,3.0,-4.0,0.0,-4.0,0.0,1.0,-1.0,1.0,0.0,1.0,6.7,66.7,56.2,12.5,11.0,10.0,15.0,19.0,1403.0,1689.1
2026-04-19,2025,Pisa,Genoa,1.0,2.0,A,O,3.24,3.12,2.29,4.0,5.0,5.0,5.0,17,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,-1.0,0.0,-2.0,2.0,1.0,1.0,0.0,0.0,2.0,-2.0,12.5,62.5,20.0,46.7,10.0,8.0,9.0,9.0,1432.8,1530.0
2026-04-19,2025,Juventus,Bologna,2.0,0.0,H,U,1.45,4.38,6.58,4.0,0.0,6.0,1.0,17,2.0,3.0,0.0,0.0,7.0,4.0,3.0,1.0,1.0,0.0,6.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,56.2,6.2,50.0,25.0,20.0,11.0,18.0,12.0,1702.8,1594.8
2026-04-19,2025,Cremonese,Torino,0.0,0.0,D,U,2.86,3.08,2.54,4.0,1.0,6.0,1.0,16,0.0,1.0,3.0,2.0,2.0,4.0,-2.0,8.0,5.0,3.0,-6.0,-1.0,-5.0,0.0,0.0,0.0,2.0,0.0,2.0,13.3,46.7,25.0,50.0,9.0,13.0,12.0,10.0,1430.6,1533.3
2026-04-18,2025,Udinese,Parma,0.0,1.0,A,U,2.16,2.99,3.77,3.0,1.0,10.0,5.0,17,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,-4.0,2.0,-3.0,5.0,1.0,0.0,1.0,0.0,1.0,-1.0,31.2,37.5,31.2,31.2,13.0,7.0,13.0,10.0,1543.1,1497.7
2026-04-18,2025,Roma,Atalanta,1.0,1.0,D,U,2.4,3.25,2.94,9.0,2.0,7.0,6.0,17,2.0,1.0,0.0,1.0,7.0,5.0,2.0,3.0,3.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,68.8,18.8,33.3,26.7,10.0,16.0,15.0,17.0,1659.9,1669.1
2026-04-18,2025,Napoli,Lazio,0.0,2.0,A,U,1.54,3.83,6.58,0.0,7.0,12.0,0.0,16,3.0,1.0,0.0,2.0,5.0,2.0,3.0,2.0,3.0,-1.0,3.0,-1.0,4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,73.3,0.0,25.0,37.5,16.0,14.0,22.0,16.0,1730.8,1607.8
2026-04-17,2025,Sassuolo,Como,2.0,1.0,H,O,5.7,4.17,1.54,4.0,3.0,5.0,8.0,17,2.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,1.0,2.0,1.0,3.0,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,43.8,43.8,46.7,20.0,10.0,8.0,12.0,7.0,1513.5,1639.4
2026-04-17,2025,Inter,Cagliari,3.0,0.0,H,O,1.23,6.04,11.88,5.0,1.0,4.0,9.0,17,2.0,0.0,0.0,2.0,8.0,3.0,5.0,3.0,6.0,-3.0,5.0,-3.0,8.0,2.0,0.0,2.0,0.0,1.0,-1.0,75.0,12.5,18.8,50.0,18.0,12.0,19.0,10.0,1802.0,1469.7
2026-04-13,2025,Fiorentina,Lazio,1.0,0.0,H,U,2.28,3.05,3.31,2.0,6.0,5.0,6.0,16,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,20.0,40.0,26.7,33.3,12.0,11.0,14.0,16.0,1567.9,1619.3
2026-04-12,2025,Parma,Napoli,1.0,1.0,D,U,5.87,3.75,1.59,2.0,6.0,3.0,7.0,16,1.0,2.0,1.0,1.0,3.0,4.0,-1.0,4.0,3.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,46.7,56.2,37.5,13.0,14.0,21.0,13.0,1491.7,1736.9
2026-04-12,2025,Genoa,Sassuolo,2.0,1.0,H,O,2.15,3.24,3.41,7.0,6.0,5.0,3.0,17,2.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,-1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,31.2,43.8,33.3,40.0,12.0,8.0,11.0,16.0,1519.9,1523.6
2026-04-12,2025,Como,Inter,3.0,4.0,A,O,3.11,3.38,2.23,8.0,5.0,1.0,1.0,17,3.0,1.0,0.0,1.0,10.0,3.0,7.0,2.0,2.0,0.0,8.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,56.2,12.5,73.3,20.0,21.0,15.0,19.0,21.0,1645.3,1796.1
2026-04-12,2025,Bologna,Lecce,2.0,0.0,H,U,1.78,3.37,4.8,4.0,1.0,8.0,6.0,16,1.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,6.0,-2.0,-2.0,-4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,33.3,53.3,20.0,66.7,12.0,7.0,11.0,10.0,1588.4,1455.6
2026-04-11,2025,Torino,Verona,2.0,1.0,H,O,1.88,3.28,4.38,2.0,4.0,3.0,6.0,16,2.0,1.0,1.0,2.0,7.0,2.0,5.0,3.0,5.0,-2.0,4.0,-3.0,7.0,2.0,0.0,2.0,0.0,1.0,-1.0,40.0,46.7,12.5,56.2,13.0,9.0,12.0,12.0,1526.6,1409.8
2026-04-11,2025,Milan,Udinese,0.0,3.0,A,O,1.41,4.43,7.77,3.0,6.0,4.0,3.0,16,2.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,60.0,13.3,40.0,46.7,14.0,9.0,10.0,11.0,1703.8,1528.4
